Transcript	Tax_Annotation	Max_Annotation	Description	PFAM	KO_All	KO_sig	Pathway_all	Pathway_sig	GO_BP	GO_sig	Figure_term	
lpl2_a_DN12200_c0_g1_i1	COG1492@1|root,COG1492@2|Bacteria,1MUFY@1224|Proteobacteria,1RP8G@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Catalyzes amidations at positions B, D, E, and G on adenosylcobyrinic A,C-diamide. NH(2) groups are provided by glutamine, and one molecule of ATP is hydrogenolyzed for each amidation	AAA_26,CbiA,GATase_3	ko:K02232		ko00860,ko01100,map00860,map01100		-			
lpl2_a_DN12239_c0_g1_i2	COG1020@1|root,COG1020@2|Bacteria,2GISR@201174|Actinobacteria	201174|Actinobacteria	Non-ribosomal peptide synthetase modules and related proteins	AMP-binding,AMP-binding_C,Condensation,NAD_binding_4,PP-binding,Thioesterase	-		-		-			
lpl2_a_DN12248_c0_g1_i1	COG3227@1|root,COG3227@2|Bacteria,1TP08@1239|Firmicutes,4H9S6@91061|Bacilli	91061|Bacilli	COG3227 Zinc metalloprotease (elastase)	FTP,PepSY,Peptidase_M4,Peptidase_M4_C	ko:K01400,ko:K08605		ko02024,map02024		-		Protein Metabolism	
lpl2_a_DN1226_c0_g1_i5	COG3104@1|root,COG3104@2|Bacteria,1MW6W@1224|Proteobacteria,1RM8P@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Proton-dependent permease that transports di- and tripeptides	PTR2	ko:K03305		-		GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0006811,GO:0006812,GO:0006855,GO:0006857,GO:0008150,GO:0008324,GO:0015075,GO:0015077,GO:0015078,GO:0015238,GO:0015291,GO:0015293,GO:0015294,GO:0015295,GO:0015318,GO:0015333,GO:0015672,GO:0015833,GO:0015893,GO:0016020,GO:0016021,GO:0022804,GO:0022857,GO:0022890,GO:0031224,GO:0031226,GO:0034220,GO:0035442,GO:0035443,GO:0035672,GO:0035673,GO:0042221,GO:0042493,GO:0042886,GO:0042887,GO:0042891,GO:0042895,GO:0042937,GO:0042938,GO:0042939,GO:0044425,GO:0044459,GO:0044464,GO:0050896,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071705,GO:0071916,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:1902600,GO:1904680			
lpl2_a_DN122_c0_g1_i15	COG0058@1|root,COG0058@2|Bacteria,1MW4J@1224|Proteobacteria,1RN8P@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties	Phosphorylase	ko:K00688	glycogen phosphorylase [EC:2.4.1.1],	ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931		GO:0000272,GO:0003674,GO:0003824,GO:0004645,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0005977,GO:0005980,GO:0006073,GO:0006091,GO:0006112,GO:0008144,GO:0008150,GO:0008152,GO:0008184,GO:0009056,GO:0009057,GO:0009251,GO:0009987,GO:0015980,GO:0016052,GO:0016740,GO:0016757,GO:0016758,GO:0019842,GO:0030170,GO:0030978,GO:0030980,GO:0031220,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044247,GO:0044248,GO:0044260,GO:0044262,GO:0044264,GO:0044275,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050662,GO:0055114,GO:0070279,GO:0071704,GO:0097159,GO:1901363,GO:1901575	energy derivation by oxidation of organi...,generation of precursor metabolites and ...,glycogen catabolic process,glycogen metabolic process,energy reserve metabolic process,cellular process,cellular polysaccharide catabolic proces...,alpha-glucan metabolic process,alpha-glucan catabolic process,polysaccharide catabolic process,glucan catabolic process,	Carbohydrate Metabolism	
lpl2_a_DN122_c0_g1_i18	COG0058@1|root,COG0058@2|Bacteria,1MW4J@1224|Proteobacteria,1RN8P@1236|Gammaproteobacteria,3X1XG@547|Enterobacter	1236|Gammaproteobacteria	Phosphorylase is an important allosteric enzyme in carbohydrate metabolism. Enzymes from different sources differ in their regulatory mechanisms and in their natural substrates. However, all known phosphorylases share catalytic and structural properties	Phosphorylase	ko:K00688	glycogen phosphorylase [EC:2.4.1.1],	ko00500,ko01100,ko01110,ko02026,ko04217,ko04910,ko04922,ko04931,map00500,map01100,map01110,map02026,map04217,map04910,map04922,map04931		GO:0000272,GO:0003674,GO:0003824,GO:0004645,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0005977,GO:0005980,GO:0006073,GO:0006091,GO:0006112,GO:0008144,GO:0008150,GO:0008152,GO:0008184,GO:0009056,GO:0009057,GO:0009251,GO:0009987,GO:0015980,GO:0016052,GO:0016740,GO:0016757,GO:0016758,GO:0019842,GO:0030170,GO:0030978,GO:0030980,GO:0031220,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044247,GO:0044248,GO:0044260,GO:0044262,GO:0044264,GO:0044275,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050662,GO:0055114,GO:0070279,GO:0071704,GO:0097159,GO:1901363,GO:1901575	energy derivation by oxidation of organi...,generation of precursor metabolites and ...,glycogen catabolic process,glycogen metabolic process,energy reserve metabolic process,cellular process,cellular polysaccharide catabolic proces...,alpha-glucan metabolic process,alpha-glucan catabolic process,polysaccharide catabolic process,glucan catabolic process,	Carbohydrate Metabolism	
lpl2_a_DN12335_c0_g1_i1	COG0577@1|root,COG0577@2|Bacteria,1TR2D@1239|Firmicutes,4HAG9@91061|Bacilli,4B6CK@81852|Enterococcaceae	91061|Bacilli	FtsX-like permease family	FtsX	ko:K11636		ko02020,map02020		-		Bacterial Outer Membrane Protein	
lpl2_a_DN12_c0_g1_i2	2C42W@1|root,2ZJF0@2|Bacteria,1P7E4@1224|Proteobacteria,1SVSI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-		-		-			
lpl2_a_DN1306_c0_g2_i1	COG1070@1|root,COG1070@2|Bacteria,1N51F@1224|Proteobacteria,1RQX6@1236|Gammaproteobacteria,3X07D@547|Enterobacter	1236|Gammaproteobacteria	Involved in the catabolism of L-rhamnose (6-deoxy-L- mannose). Catalyzes the transfer of the gamma-phosphate group from ATP to the 1-hydroxyl group of L-rhamnulose to yield L-rhamnulose 1-phosphate	FGGY_C,FGGY_N	ko:K00848		ko00040,ko00051,ko01120,map00040,map00051,map01120		GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0005524,GO:0005975,GO:0005996,GO:0006793,GO:0006796,GO:0008144,GO:0008150,GO:0008152,GO:0008993,GO:0009056,GO:0009987,GO:0016052,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0017076,GO:0019200,GO:0019299,GO:0019301,GO:0019318,GO:0019320,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0044238,GO:0044262,GO:0044281,GO:0044282,GO:0046365,GO:0046835,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901575	cellular process,	Carbohydrate Metabolism	
lpl2_a_DN137_c0_g1_i4	COG1160@1|root,COG1160@2|Bacteria,1MU9S@1224|Proteobacteria,1RMSF@1236|Gammaproteobacteria,3X001@547|Enterobacter	1236|Gammaproteobacteria	GTPase that plays an essential role in the late steps of ribosome biogenesis	KH_dom-like,MMR_HSR1	ko:K03977		-		GO:0000027,GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006996,GO:0008150,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0022607,GO:0022613,GO:0022618,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032794,GO:0034622,GO:0035639,GO:0036094,GO:0042254,GO:0042255,GO:0042273,GO:0043021,GO:0043022,GO:0043023,GO:0043167,GO:0043168,GO:0043933,GO:0044085,GO:0044424,GO:0044444,GO:0044464,GO:0044877,GO:0065003,GO:0070925,GO:0071826,GO:0071840,GO:0097159,GO:0097216,GO:0097367,GO:1901265,GO:1901363	cellular process,	Translation	
lpl2_a_DN13_c0_g1_i19	2DX7X@1|root,32V2Y@2|Bacteria,1VB4V@1239|Firmicutes,4HKWS@91061|Bacilli,3F76M@33958|Lactobacillaceae	91061|Bacilli	COG NOG38524 non supervised orthologous group	-	-		-		-			
lpl2_a_DN13_c0_g1_i24	2DX7X@1|root,32V2Y@2|Bacteria,1VB4V@1239|Firmicutes,4HKWS@91061|Bacilli,3F76M@33958|Lactobacillaceae	91061|Bacilli	COG NOG38524 non supervised orthologous group	-	-		-		-			
lpl2_a_DN1440_c2_g2_i1	COG0513@1|root,COG0513@2|Bacteria,1MU49@1224|Proteobacteria,1RQ36@1236|Gammaproteobacteria	1236|Gammaproteobacteria	DEAD-box RNA helicase involved in the assembly of the 50S ribosomal subunit. Has an RNA-dependent ATPase activity, which is specific for 23S rRNA, and a 3' to 5' RNA helicase activity that uses the energy of ATP hydrolysis to destabilize and unwind short rRNA duplexes	DEAD,DbpA,Helicase_C	ko:K05591		-		GO:0000027,GO:0000166,GO:0003674,GO:0003676,GO:0003723,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006725,GO:0006807,GO:0006996,GO:0008026,GO:0008144,GO:0008150,GO:0008152,GO:0008186,GO:0009987,GO:0010501,GO:0016043,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0030554,GO:0032553,GO:0032555,GO:0032559,GO:0033677,GO:0034458,GO:0034459,GO:0034622,GO:0034641,GO:0035639,GO:0036094,GO:0042254,GO:0042255,GO:0042273,GO:0042623,GO:0043167,GO:0043168,GO:0043170,GO:0043531,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0065003,GO:0070035,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0097159,GO:0097367,GO:0140097,GO:0140098,GO:1901265,GO:1901360,GO:1901363	cellular process,	Translation	
lpl2_a_DN147_c0_g1_i3	COG0407@1|root,COG0407@2|Bacteria,1MUG1@1224|Proteobacteria,1RMDH@1236|Gammaproteobacteria,3X1K2@547|Enterobacter	1236|Gammaproteobacteria	Catalyzes the decarboxylation of four acetate groups of uroporphyrinogen-III to yield coproporphyrinogen-III	URO-D	ko:K01599		ko00860,ko01100,ko01110,map00860,map01100,map01110		GO:0003674,GO:0003824,GO:0004853,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006536,GO:0006725,GO:0006778,GO:0006779,GO:0006780,GO:0006782,GO:0006783,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009064,GO:0009987,GO:0016053,GO:0016829,GO:0016830,GO:0016831,GO:0018130,GO:0019353,GO:0019438,GO:0019752,GO:0033013,GO:0033014,GO:0033526,GO:0034641,GO:0042168,GO:0042440,GO:0043436,GO:0043648,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046148,GO:0046394,GO:0046483,GO:0046501,GO:0046502,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605	cellular process,		
lpl2_a_DN14884_c0_g1_i1	COG0050@1|root,COG0050@2|Bacteria,1TPKC@1239|Firmicutes,4HAEH@91061|Bacilli,4AZJZ@81852|Enterococcaceae	91061|Bacilli	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis	GTP_EFTU,GTP_EFTU_D2,GTP_EFTU_D3	ko:K02358	elongation factor Tu,	-		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464		Translation	
lpl2_a_DN14_c0_g1_i28	2CYEG@1|root,2S3VE@2759|Eukaryota,39JDY@33154|Opisthokonta,3Q3QK@4751|Fungi,3QXDC@4890|Ascomycota,3RX3X@4891|Saccharomycetes,47E5I@766764|Debaryomycetaceae	4751|Fungi	-	-	-		-		-			
lpl2_a_DN14_c2_g1_i1	COG1345@1|root,COG1345@2|Bacteria,1MUVP@1224|Proteobacteria,1RS2S@1236|Gammaproteobacteria,3X26Q@547|Enterobacter	1236|Gammaproteobacteria	Required for morphogenesis and for the elongation of the flagellar filament by facilitating polymerization of the flagellin monomers at the tip of growing filament. Forms a capping structure, which prevents flagellin subunits (transported through the central channel of the flagellum) from leaking out without polymerization at the distal end	Flagellin_IN,FliD_C,FliD_N	ko:K02407		ko02040,map02040		GO:0001539,GO:0005575,GO:0005576,GO:0005623,GO:0006928,GO:0008150,GO:0009288,GO:0009420,GO:0009421,GO:0009987,GO:0040011,GO:0042995,GO:0043226,GO:0043228,GO:0044422,GO:0044461,GO:0044463,GO:0044464,GO:0048870,GO:0051179,GO:0051674,GO:0071973,GO:0097588	cellular process,		
lpl2_a_DN15051_c0_g1_i1	COG1080@1|root,COG1080@2|Bacteria,1TPK8@1239|Firmicutes,4H9VD@91061|Bacilli,4B092@81852|Enterococcaceae	91061|Bacilli	General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)	PEP-utilisers_N,PEP-utilizers,PEP-utilizers_C	ko:K08483		ko02060,map02060		GO:0006810,GO:0008150,GO:0008643,GO:0009401,GO:0051179,GO:0051234,GO:0071702	carbohydrate transport,	Carbohydrate Transport	
lpl2_a_DN1521_c0_g1_i1	COG3154@1|root,COG3154@2|Bacteria,1RB7T@1224|Proteobacteria,1RMJD@1236|Gammaproteobacteria,3X0EJ@547|Enterobacter	1236|Gammaproteobacteria	SCP-2 sterol transfer family	SCP2	-		-		GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464			
lpl2_a_DN1550_c0_g1_i1	COG0673@1|root,COG0673@2|Bacteria,1MVVF@1224|Proteobacteria,1RMKA@1236|Gammaproteobacteria	1236|Gammaproteobacteria	oxidoreductase	GFO_IDH_MocA,GFO_IDH_MocA_C	-		-		-			
lpl2_a_DN1556_c0_g2_i1	COG0477@1|root,COG2814@2|Bacteria,1MUDA@1224|Proteobacteria,1RP1M@1236|Gammaproteobacteria,3X1DA@547|Enterobacter	1236|Gammaproteobacteria	Major facilitator superfamily	MFS_1,MFS_3,Sugar_tr	-		-		GO:0003674,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0006810,GO:0008150,GO:0016020,GO:0016021,GO:0022857,GO:0031224,GO:0031226,GO:0044425,GO:0044459,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944		Carbohydrate Transport	
lpl2_a_DN1563_c0_g1_i2	COG3203@1|root,COG3203@2|Bacteria,1MVRY@1224|Proteobacteria,1RNBS@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Belongs to the Gram-negative porin family	Porin_1	ko:K09475,ko:K09476,ko:K11929,ko:K14062,ko:K16076		ko01501,ko02020,map01501,map02020		GO:0005575,GO:0005623,GO:0009279,GO:0016020,GO:0019867,GO:0030312,GO:0030313,GO:0031975,GO:0044462,GO:0044464,GO:0071944		Bacterial Outer Membrane Protein	Porin
lpl2_a_DN1631_c0_g1_i3	COG4105@1|root,COG4105@2|Bacteria,1MVS5@1224|Proteobacteria,1RSE6@1236|Gammaproteobacteria,3X055@547|Enterobacter	1236|Gammaproteobacteria	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane. Constitutes, with BamA, the core component of the assembly machinery	YfiO	ko:K05807		-		GO:0005575,GO:0005623,GO:0008104,GO:0008150,GO:0009279,GO:0009987,GO:0016020,GO:0016043,GO:0019867,GO:0022607,GO:0030312,GO:0030313,GO:0031224,GO:0031230,GO:0031241,GO:0031246,GO:0031975,GO:0032991,GO:0033036,GO:0034613,GO:0043163,GO:0043165,GO:0044085,GO:0044091,GO:0044425,GO:0044462,GO:0044464,GO:0045184,GO:0045229,GO:0051179,GO:0051205,GO:0051234,GO:0051641,GO:0061024,GO:0070727,GO:0071709,GO:0071840,GO:0071944,GO:0072657,GO:0090150,GO:0098552,GO:0098796,GO:1990063	cellular process,	Bacterial Outer Membrane Protein	
lpl2_a_DN171_c0_g1_i8	COG0173@1|root,COG0173@2|Bacteria,1MUXB@1224|Proteobacteria,1RNMI@1236|Gammaproteobacteria	1236|Gammaproteobacteria	L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp)	GAD,tRNA-synt_2,tRNA_anti-codon	ko:K01876		ko00970,map00970		GO:0003674,GO:0003824,GO:0004812,GO:0004815,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006422,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576	cellular process,translation,peptide biosynthetic process,protein metabolic process,	Translation	
lpl2_a_DN17437_c0_g1_i1	COG3539@1|root,COG3539@2|Bacteria,1R85Z@1224|Proteobacteria,1S0XY@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Fimbrial	Fimbrial	-		-		GO:0005575,GO:0005623,GO:0009289,GO:0042995,GO:0044464			
lpl2_a_DN17457_c0_g1_i1	COG0148@1|root,COG0148@2|Bacteria,1TP2S@1239|Firmicutes,4HAKI@91061|Bacilli,4AZX5@81852|Enterococcaceae	91061|Bacilli	Catalyzes the reversible conversion of 2- phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis	Enolase_C,Enolase_N	ko:K01689		ko00010,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04066,map00010,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04066		GO:0001968,GO:0003674,GO:0003824,GO:0004634,GO:0005488,GO:0005515,GO:0005518,GO:0005575,GO:0005576,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005975,GO:0006082,GO:0006090,GO:0006091,GO:0006096,GO:0006139,GO:0006163,GO:0006164,GO:0006165,GO:0006725,GO:0006732,GO:0006733,GO:0006753,GO:0006754,GO:0006757,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009058,GO:0009108,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009132,GO:0009135,GO:0009141,GO:0009142,GO:0009144,GO:0009145,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009166,GO:0009167,GO:0009168,GO:0009179,GO:0009185,GO:0009199,GO:0009201,GO:0009205,GO:0009206,GO:0009259,GO:0009260,GO:0009986,GO:0009987,GO:0016052,GO:0016053,GO:0016310,GO:0016829,GO:0016835,GO:0016836,GO:0017144,GO:0018130,GO:0019359,GO:0019362,GO:0019363,GO:0019438,GO:0019439,GO:0019637,GO:0019693,GO:0019752,GO:0019899,GO:0030312,GO:0032787,GO:0034404,GO:0034641,GO:0034654,GO:0034655,GO:0035375,GO:0042866,GO:0043236,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044270,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044877,GO:0046031,GO:0046034,GO:0046390,GO:0046394,GO:0046434,GO:0046483,GO:0046496,GO:0046700,GO:0046939,GO:0050840,GO:0051186,GO:0051188,GO:0055086,GO:0071704,GO:0071944,GO:0072330,GO:0072521,GO:0072522,GO:0072524,GO:0072525,GO:0090407,GO:1901135,GO:1901137,GO:1901292,GO:1901293,GO:1901360,GO:1901361,GO:1901362,GO:1901564,GO:1901566,GO:1901575,GO:1901576	generation of precursor metabolites and ...,organophosphate metabolic process,cellular process,nucleobase-containing small molecule met...,ribonucleotide metabolic process,purine-containing compound metabolic pro...,purine ribonucleotide metabolic process,ribonucleoside triphosphate metabolic pr...,carbohydrate derivative metabolic proces...,nucleobase-containing small molecule bio...,nucleotide metabolic process,purine nucleotide metabolic process,		
lpl2_a_DN1755_c0_g1_i2	COG2918@1|root,COG2918@2|Bacteria,1MW9B@1224|Proteobacteria,1RPNQ@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Belongs to the glutamate--cysteine ligase type 1 family. Type 1 subfamily	Glu_cys_ligase	ko:K01919		ko00270,ko00480,ko01100,map00270,map00480,map01100		GO:0003674,GO:0003824,GO:0004357,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006518,GO:0006575,GO:0006749,GO:0006750,GO:0006790,GO:0006807,GO:0006950,GO:0006970,GO:0006972,GO:0008150,GO:0008152,GO:0009058,GO:0009628,GO:0009987,GO:0010035,GO:0010038,GO:0016874,GO:0016879,GO:0016881,GO:0019184,GO:0034641,GO:0042221,GO:0042398,GO:0043043,GO:0043167,GO:0043169,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044424,GO:0044444,GO:0044464,GO:0046685,GO:0046689,GO:0046872,GO:0050896,GO:0051186,GO:0051188,GO:0051716,GO:0070887,GO:0071241,GO:0071243,GO:0071248,GO:0071288,GO:0071704,GO:1901564,GO:1901566,GO:1901576	cellular process,peptide biosynthetic process,	Protein Metabolism	Peptide biosythesis
lpl2_a_DN17563_c0_g1_i1	COG1196@1|root,COG3595@1|root,COG1196@2|Bacteria,COG3595@2|Bacteria,1TS90@1239|Firmicutes,4HDI6@91061|Bacilli,4AZA0@81852|Enterococcaceae	91061|Bacilli	Putative adhesin	DUF4097	-		-		-			
lpl2_a_DN1798_c0_g1_i2	COG1455@1|root,COG1455@2|Bacteria,1MXAG@1224|Proteobacteria,1RQGX@1236|Gammaproteobacteria,3X1WY@547|Enterobacter	1236|Gammaproteobacteria	The phosphoenolpyruvate-dependent sugar phosphotransferase system (PTS), a major carbohydrate active - transport system, catalyzes the phosphorylation of incoming sugar substrates concomitant with their translocation across the cell membrane	PTS_EIIC	ko:K02761		ko00500,ko02060,map00500,map02060		-			
lpl2_a_DN1807_c0_g1_i1	COG0155@1|root,COG0155@2|Bacteria,1MVVB@1224|Proteobacteria,1RMFH@1236|Gammaproteobacteria,3WZUX@547|Enterobacter	1236|Gammaproteobacteria	Component of the sulfite reductase complex that catalyzes the 6-electron reduction of sulfite to sulfide. This is one of several activities required for the biosynthesis of L- cysteine from sulfate	NIR_SIR,NIR_SIR_ferr	ko:K00381		ko00920,ko01100,ko01120,map00920,map01100,map01120		GO:0003674,GO:0003824,GO:0004783,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006790,GO:0008150,GO:0008152,GO:0009337,GO:0009987,GO:0016002,GO:0016491,GO:0016651,GO:0016667,GO:0016668,GO:0016673,GO:0019419,GO:0020037,GO:0032991,GO:0044237,GO:0044424,GO:0044464,GO:0046906,GO:0048037,GO:0050311,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0097159,GO:1901363	cellular process,		
lpl2_a_DN186_c0_g1_i1	COG1376@1|root,COG1376@2|Bacteria,1MVYT@1224|Proteobacteria,1RMNC@1236|Gammaproteobacteria	1236|Gammaproteobacteria	ErfK YbiS YcfS YnhG family protein	LysM,YkuD	ko:K16291,ko:K19234,ko:K19235,ko:K19236		ko01503,map01503		GO:0003674,GO:0003824,GO:0004180,GO:0004185,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008234,GO:0008236,GO:0008238,GO:0009273,GO:0009987,GO:0016740,GO:0016746,GO:0016755,GO:0016787,GO:0016807,GO:0017171,GO:0019538,GO:0042546,GO:0043164,GO:0043170,GO:0044036,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0070004,GO:0070008,GO:0070011,GO:0071554,GO:0071704,GO:0071840,GO:0071972,GO:0140096,GO:1901564	cellular process,protein metabolic process,	Protein Metabolism	
lpl2_a_DN18_c0_g1_i8	KOG1721@1|root,KOG1721@2759|Eukaryota,39PP8@33154|Opisthokonta	33154|Opisthokonta	DNA binding	-	-		-		-			
lpl2_a_DN1931_c0_g1_i1	COG2721@1|root,COG2721@2|Bacteria,1MU9V@1224|Proteobacteria,1RP0M@1236|Gammaproteobacteria,3X05K@547|Enterobacter	1236|Gammaproteobacteria	Catalyzes the dehydration of galactarate to form 5- dehydro-4-deoxy-D-glucarate	GD_AH_C,SAF	ko:K01708		ko00053,map00053		GO:0003674,GO:0003824,GO:0005975,GO:0006082,GO:0008150,GO:0008152,GO:0008867,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0016829,GO:0016835,GO:0016836,GO:0019577,GO:0019579,GO:0019580,GO:0019752,GO:0043436,GO:0043648,GO:0043649,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0046392,GO:0046395,GO:0071704,GO:1901575	cellular process,galactarate metabolic process,galactarate catabolic process,	Carbohydrate Metabolism	
lpl2_a_DN19959_c0_g1_i1	2EDFI@1|root,337BS@2|Bacteria,1NG08@1224|Proteobacteria,1SGJ9@1236|Gammaproteobacteria	1236|Gammaproteobacteria	-	-	-		-		-			
lpl2_a_DN201_c0_g1_i2	COG2840@1|root,COG2840@2|Bacteria,1MVS6@1224|Proteobacteria,1RPXD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	Belongs to the UPF0115 family	Smr	-		-		-			
lpl2_a_DN20210_c0_g1_i1	COG0202@1|root,COG0202@2|Bacteria,1TPR8@1239|Firmicutes,4H9R1@91061|Bacilli,4AZCC@81852|Enterococcaceae	91061|Bacilli	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	RNA_pol_A_CTD,RNA_pol_A_bac,RNA_pol_L	ko:K03040		ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020		GO:0003674,GO:0003824,GO:0003899,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006351,GO:0006354,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0032774,GO:0034062,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0097659,GO:0097747,GO:0140098,GO:1901360,GO:1901362,GO:1901576	cellular process,	Transcription	
